online class +,online merch dept +,online subclass +,online upc +,internet sku name +,oms id +,online merch dept nbr +,online classification +,online disposition,online ship from type +,online ship lead days
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477328002,"1000 Series DMS/Scene Controller, 6 Sub Masters, 1 Master, 512 Channels of Control",302006856,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1002502553,"1000 Series DMS/Scene Controller, 6 Sub Masters, 1 Master, 512 Channels of Control",302006856,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477122174,"Luma Net Remote Memory Control Panel with 4 Selectable Control Zones, White",302006861,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477155974,"6 in. Theater Fresnel with C Clamp, 20 Amp Male Stage Pin Installed, Black",302006862,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1002502560,"Luma Net Remote Memory Control Panel with 4 Programmable Scenes, White",302006863,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477122198,"Luma Net Remote Memory Control Panel with 4 Programmable Scenes, White",302006863,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477530108,"Hospitality Key Card Switch with Color Change Kit, White with Ivory and Light Almond Colors Included",302006864,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580098,"Hospitality Key Card Switch with Color Change Kit, White with Ivory and Light Almond Colors Included",302006864,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477530108,"Hospitality Key Card Switch with Color Change Kit, White with Ivory and Light Almond Colors Included",302006864,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580098,"Hospitality Key Card Switch with Color Change Kit, White with Ivory and Light Almond Colors Included",302006864,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580098,"Hospitality Key Card Switch with Color Change Kit, White with Ivory and Light Almond Colors Included",302006864,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477530108,"Hospitality Key Card Switch with Color Change Kit, White with Ivory and Light Almond Colors Included",302006864,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477317815,"Dimensions D4106 Lighting Controller for Luma Net System, 6 Control Channels, 6 Local Dimmers, 20 Amp, 120 Volt",302006866,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003579951,"Dimensions D4106 Lighting Controller for Luma Net System, 6 Control Channels, 6 Local Dimmers, 20 Amp, 120 Volt",302006866,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003579951,"Dimensions D4106 Lighting Controller for Luma Net System, 6 Control Channels, 6 Local Dimmers, 20 Amp, 120 Volt",302006866,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477317815,"Dimensions D4106 Lighting Controller for Luma Net System, 6 Control Channels, 6 Local Dimmers, 20 Amp, 120 Volt",302006866,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003579951,"Dimensions D4106 Lighting Controller for Luma Net System, 6 Control Channels, 6 Local Dimmers, 20 Amp, 120 Volt",302006866,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477317815,"Dimensions D4106 Lighting Controller for Luma Net System, 6 Control Channels, 6 Local Dimmers, 20 Amp, 120 Volt",302006866,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477317839,"Dimensions D4106 Lighting Controller for Luma Net system, 6 Control Channels, 6 Local Dimmers, 20 Amp, 230 Volt",302006867,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477093696,"Dali Controller On/Off, Dimming, Scene Control, Input for use with Dali Compatible Ballasts",302006869,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580267,"Dali Controller On/Off, Dimming, Scene Control, Input for use with Dali Compatible Ballasts",302006869,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580267,"Dali Controller On/Off, Dimming, Scene Control, Input for use with Dali Compatible Ballasts",302006869,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,-1003580267,"Dali Controller On/Off, Dimming, Scene Control, Input for use with Dali Compatible Ballasts",302006869,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477093696,"Dali Controller On/Off, Dimming, Scene Control, Input for use with Dali Compatible Ballasts",302006869,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477093696,"Dali Controller On/Off, Dimming, Scene Control, Input for use with Dali Compatible Ballasts",302006869,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-008-LIGHTING CONTROLS,078477178171,"2400  Watt 230  Volt Multizone Controller and Dimmer, Self Contained Dimmer with 6 Local Zones, White",302006871,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-013-SPECIALTY,-1002502864,Modular Plug Breakout Adapter 40070 MDP,302008827,27E,Online only,Discontinued,UNKNOWN,2
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-013-SPECIALTY,078477123539,Modular Plug Breakout Adapter 40070 MDP,302008827,27E,Online only,Discontinued,UNKNOWN,2
027-011-ELECTRICAL ACCESSORIES,27E-ELECTRICAL,027-011-008-LABEL MAKERS & BOOKS,078477976999,"Cable Management Solutions 8 in. Re Closeable VELCRO Brand Tie Wrap, Black  25 Pack",302008838,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,-1003579954,"15 Amp Grounding Double Surface Mount Outlet, Brown",302009525,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,078477150375,"15 Amp Grounding Double Surface Mount Outlet, Brown",302009525,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,-1003579954,"15 Amp Grounding Double Surface Mount Outlet, Brown",302009525,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,-1003579954,"15 Amp Grounding Double Surface Mount Outlet, Brown",302009525,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,078477150375,"15 Amp Grounding Double Surface Mount Outlet, Brown",302009525,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,078477150375,"15 Amp Grounding Double Surface Mount Outlet, Brown",302009525,27E,Online only,Discontinued,UNKNOWN,1
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,-1002502964,"15 Amp Polarized Triple Outlet Adapter, Ivory",302009528,27E,Online only,Discontinued,UNKNOWN,3
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,078477107195,"15 Amp Polarized Triple Outlet Adapter, Ivory",302009528,27E,Online only,Discontinued,UNKNOWN,3
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,078477135662,"15 Amp Grounded Triple Cube Adapter, Ivory",302009529,27E,Online only,Discontinued,UNKNOWN,3
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,-1002502965,"15 Amp Grounded Triple Cube Adapter, Ivory",302009529,27E,Online only,Discontinued,UNKNOWN,3
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,-1002502967,"1 Outlet 15 Amp Grounded Plug In Switch Tap with On/Off Switch, Ivory",302009531,27E,Online only,Discontinued,UNKNOWN,2
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,078477713754,"1 Outlet 15 Amp Grounded Plug In Switch Tap with On/Off Switch, Ivory",302009531,27E,Online only,Discontinued,UNKNOWN,2
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,078477122389,"15 Amp Grounded Triple Cube Adapter, White",302009541,27E,Online only,Discontinued,UNKNOWN,3
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,-1002502975,"15 Amp Grounded Triple Cube Adapter, White",302009541,27E,Online only,Discontinued,UNKNOWN,3
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,078477122372,"15 Amp Grounding Double Surface Mount Outlet, Ivory",302009544,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,-1003580048,"15 Amp Grounding Double Surface Mount Outlet, Ivory",302009544,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,-1003580048,"15 Amp Grounding Double Surface Mount Outlet, Ivory",302009544,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,078477122372,"15 Amp Grounding Double Surface Mount Outlet, Ivory",302009544,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,-1003580048,"15 Amp Grounding Double Surface Mount Outlet, Ivory",302009544,27E,Online only,Discontinued,UNKNOWN,1
027-002-WIRING DEVICES,27E-ELECTRICAL,027-002-003-RECEPTACLES,078477122372,"15 Amp Grounding Double Surface Mount Outlet, Ivory",302009544,27E,Online only,Discontinued,UNKNOWN,1
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,078477100578,15 Amp Grounded Triple Outlet Adapter,302009545,27E,Online only,Discontinued,UNKNOWN,2
027-003-EXT CORD/WORKLIGHT/SURGE,27E-ELECTRICAL,027-003-005-MULTI OUTLET CONVERTORS,-1002502979,15 Amp Grounded Triple Outlet Adapter,302009545,27E,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-016-CONNECTORS & SPLITTERS,078477189467,"Cat 5e 110 Style Wiring Block Kit, Wall Mount with Legs, C 4 Connector Clips, Ivory  300 Pair",302047918,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,078477190791,"Cat 5e 110 Style Wiring Block, Wall Mount with Legs, Ivory  50 Pair",302047920,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,078477190807,"Cat 5e 110 Style Wiring Block Wall Mount with Legs, Ivory  100 Pair",302047922,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,078477275771,Universal Shelf Bracket for use in Structured Media Centers in White,302047927,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,-1002511695,Universal Shelf Bracket for use in Structured Media Centers in White,302047927,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,078477354551,"72 Port QuickPort 2RU Patch Panel Cable Management Bar, Black",302047930,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,078477127148,"M Block with Female Connector  66M1 50 Watt , White",302047931,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,078477123515,"M Block, White  25 Pair",302047934,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,-1002511706,"Wire Distribution Spool  Mushroom  without Screw, White",302047940,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,078477189931,"Wire Distribution Spool  Mushroom  without Screw, White",302047940,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,078477123546,"2 Position Modular Adapter 2 Conductor Modular Jack, Beige",302047941,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,078477371145,"Full Width Universal Security Plate with PCB Mounting Clips Structured Media Centers, White",302047942,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,078477189948,"Wire Distribution Spool with Screw  20 B , White",302047943,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,078477125359,"Standoff Bracket for M Blocks, White",302047945,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,078477371138,"Half Width Universal Security Plate with PCB Mounting Clips Structured Media Centers, White",302047946,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,-1002511711,"Half Width Universal Security Plate with PCB Mounting Clips Structured Media Centers, White",302047946,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,078477126196,"Hinged Cover for Demarc or M Blocks, Orange",302047947,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,-1002511713,Hinged Cover for Demarc or M Blocks in Gray,302047948,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,078477126790,Hinged Cover for Demarc or M Blocks in Gray,302047948,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,078477189177,"Cat 5e 110 Style Wiring Block Rack Mount, Ivory  200 Pair",302047950,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,078477190845,"Cat 5e 110 Style Wiring Block Wall Mount without Legs for C3, C4 or C5 Connector Clips, Ivory  100 Pair",302047951,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,-1002511717,"Cat 5e 110 Style Wiring Block Kit Wall Mount without Legs for C 5 Connector Clips, Ivory  100 Pair  41NB2 1F5",302047952,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,078477189207,"Cat 5e 110 Style Wiring Block Kit Wall Mount without Legs for C 5 Connector Clips, Ivory  100 Pair  41NB2 1F5",302047952,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,-1002511718,"Cat 5e 110 Style Wiring Block Kit, Rack Mount 2RU with  48  C 5 Connector Clips, Ivory  200 Pair",302047953,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-014-MISCELLANEOUS,078477189054,"Cat 5e 110 Style Wiring Block Kit, Rack Mount 2RU with  48  C 5 Connector Clips, Ivory  200 Pair",302047953,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,078477189160,"Cat 5e 110 Style Wiring Block Rack Mount, Ivory  100 Pair",302047956,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,-1002511723,"Cat 5e 110 Style Wiring Block Wall Mount with Legs, Ivory  300 Pair  41AW2 300",302047958,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-013-TV MOUNTS,078477190814,"Cat 5e 110 Style Wiring Block Wall Mount with Legs, Ivory  300 Pair  41AW2 300",302047958,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477345221,"eXtreme 10 ft. Cat 6  SlimLine Patch Cord, Blue",302048204,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511742,"eXtreme 10 ft. Cat 6  SlimLine Patch Cord, Blue",302048204,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477134054,"eXtreme 10 ft. Cat 6  Patch Cord, Black",302048208,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511746,"eXtreme 10 ft. Cat 6  Patch Cord, Black",302048208,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477164419,"GigaMax 5 ft. Cat 5e Patch Cord, Blue 5G460 5L",302048213,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511750,"GigaMax 5 ft. Cat 5e Patch Cord, Blue 5G460 5L",302048213,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511751,"eXtreme 20 ft. Cat 6  SlimLine Patch Cord, Blue",302048214,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477345481,"eXtreme 20 ft. Cat 6  SlimLine Patch Cord, Blue",302048214,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511757,"eXtreme 10 ft. Cat 6  SlimLine Patch Cord, White",302048221,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477345191,"eXtreme 10 ft. Cat 6  SlimLine Patch Cord, White",302048221,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477345443,"eXtreme 15 ft. Cat 6  SlimLine Patch Cord, Black",302048225,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511761,"eXtreme 15 ft. Cat 6  SlimLine Patch Cord, Black",302048225,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511762,"eXtreme 3 ft. Cat 6  SlimLine Patch Cord, Blue",302048226,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477344866,"eXtreme 3 ft. Cat 6  SlimLine Patch Cord, Blue",302048226,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477133910,"eXtreme 20 ft. Cat 6  Patch Cord, Gray",302048229,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511765,"eXtreme 20 ft. Cat 6  Patch Cord, Gray",302048229,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511771,"eXtreme 5 ft. Cat 6  SlimLine Patch Cord, Yellow",302048235,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477345030,"eXtreme 5 ft. Cat 6  SlimLine Patch Cord, Yellow",302048235,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477134078,"eXtreme 20 ft. Cat 6  Patch Cord, Black",302048236,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511772,"eXtreme 20 ft. Cat 6  Patch Cord, Black",302048236,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511774,"eXtreme 20 ft. Cat 6  Patch Cord, Blue",302048238,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477133842,"eXtreme 20 ft. Cat 6  Patch Cord, Blue",302048238,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477133750,"eXtreme 10 ft. Cat 6  Patch Cord, Red 62460 10R",302048240,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511776,"eXtreme 10 ft. Cat 6  Patch Cord, Red 62460 10R",302048240,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511777,"eXtreme 5 ft. Cat 6  SlimLine Patch Cord, Black",302048241,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477345085,"eXtreme 5 ft. Cat 6  SlimLine Patch Cord, Black",302048241,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,078477134061,"eXtreme 15 ft. Cat 6  Patch Cord, Black",302048244,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-063-SPECIAL ORDER,-1002511780,"eXtreme 15 ft. Cat 6  Patch Cord, Black",302048244,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477345139,"eXtreme 7 ft. Cat 6  SlimLine Patch Cord, Yellow",302048246,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511782,"eXtreme 7 ft. Cat 6  SlimLine Patch Cord, Yellow",302048246,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477669242,"eXtreme 10 ft. High Flex HD6 Patch Cord, White",302048248,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511784,"eXtreme 10 ft. High Flex HD6 Patch Cord, White",302048248,27L,Online only,Discontinued,UNKNOWN,3
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511786,"eXtreme 5 ft. Cat 6  Patch Cord, Yellow",302048250,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477134092,"eXtreme 5 ft. Cat 6  Patch Cord, Yellow",302048250,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511787,"eXtreme 7 ft. Cat 6  Patch Cord, Black 62460 7E",302048251,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477134047,"eXtreme 7 ft. Cat 6  Patch Cord, Black 62460 7E",302048251,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511788,"GigaMax 3 ft. Cat 5e Patch Cord, Blue",302048252,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477164402,"GigaMax 3 ft. Cat 5e Patch Cord, Blue",302048252,27L,Online only,Discontinued,UNKNOWN,1
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,078477133934,"eXtreme 5 ft. Cat 6  Patch Cord, Green 62460 5G",302048253,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511789,"eXtreme 5 ft. Cat 6  Patch Cord, Green 62460 5G",302048253,27L,Online only,Discontinued,UNKNOWN,2
027-031-HOME & MOBILE ELECTRONIC,27L-LIGHTING,027-031-015-ELECTRONIC CABLES,-1002511790,"eXtreme 3 ft. High Flex HD6 Patch Cord, Blue",302048254,27L,Online only,Discontinued,UNKNOWN,3
